sentence,step,n_pairs,n_admitted,top_span,is_gold
"this friendly blue friendly girl chased without the girl",1,7,7,"(7, 8)",1
"this friendly blue friendly girl chased without the girl",2,6,6,"(7, 8)",1
"this friendly blue friendly girl chased without the girl",3,5,5,"(7, 8)",1
"this friendly blue friendly girl chased without the girl",4,4,4,"(7, 8)",1
"this friendly blue friendly girl chased without the girl",5,3,3,"(0, 5)",1
"this friendly blue friendly girl chased without the girl",6,2,2,"(0, 5)",1
"this friendly blue friendly girl chased without the girl",7,1,1,"(0, 8)",1
"the boy admired the apple with a blue friendly book",0,9,9,"(0, 1)",1
"the boy admired the apple with a blue friendly book",1,8,8,"(7, 8)",1
"the boy admired the apple with a blue friendly book",2,7,7,"(7, 8)",1
"the boy admired the apple with a blue friendly book",3,6,6,"(7, 9)",1
"the boy admired the apple with a blue friendly book",4,5,5,"(6, 9)",1
"the boy admired the apple with a blue friendly book",5,4,4,"(0, 2)",1
"the boy admired the apple with a blue friendly book",6,3,3,"(0, 2)",1
"the boy admired the apple with a blue friendly book",7,2,2,"(0, 4)",1
"the boy admired the apple with a blue friendly book",8,1,1,"(0, 9)",1
"a ancient tall girl saw this teacher",0,6,6,"(5, 6)",1
"a ancient tall girl saw this teacher",1,5,5,"(5, 6)",1
"a ancient tall girl saw this teacher",2,4,4,"(5, 6)",1
"a ancient tall girl saw this teacher",3,3,3,"(5, 6)",1
"a ancient tall girl saw this teacher",4,2,2,"(0, 4)",1
"a ancient tall girl saw this teacher",5,1,1,"(0, 6)",1
"that girl admired this curious blue girl",0,6,6,"(4, 5)",1
"that girl admired this curious blue girl",1,5,5,"(4, 5)",1
"that girl admired this curious blue girl",2,4,4,"(4, 6)",1
"that girl admired this curious blue girl",3,3,3,"(3, 6)",1
"that girl admired this curious blue girl",4,2,2,"(0, 2)",1
"that girl admired this curious blue girl",5,1,1,"(0, 6)",1
"the curious tall boy chased the friendly tall boy",0,8,8,"(6, 7)",1
"the curious tall boy chased the friendly tall boy",1,7,7,"(1, 3)",1
"the curious tall boy chased the friendly tall boy",2,6,6,"(0, 3)",1
"the curious tall boy chased the friendly tall boy",3,5,5,"(6, 7)",1
"the curious tall boy chased the friendly tall boy",4,4,4,"(6, 8)",1
"the curious tall boy chased the friendly tall boy",5,3,3,"(5, 8)",1
"the curious tall boy chased the friendly tall boy",6,2,2,"(0, 4)",1
"the curious tall boy chased the friendly tall boy",7,1,1,"(0, 8)",1
"that friendly ancient book read a ancient blue boy",0,8,8,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",1,7,7,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",2,6,6,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",3,5,5,"(6, 7)",1
"that friendly ancient book read a ancient blue boy",4,4,4,"(6, 8)",1
"that friendly ancient book read a ancient blue boy",5,3,3,"(5, 8)",1
"that friendly ancient book read a ancient blue boy",6,2,2,"(0, 4)",1
"that friendly ancient book read a ancient blue boy",7,1,1,"(0, 8)",1
"the teacher liked the blue curious teacher",0,6,6,"(0, 1)",1
"the teacher liked the blue curious teacher",1,5,5,"(4, 5)",1
"the teacher liked the blue curious teacher",2,4,4,"(4, 6)",1
"the teacher liked the blue curious teacher",3,3,3,"(3, 6)",1
"the teacher liked the blue curious teacher",4,2,2,"(0, 2)",1
"the teacher liked the blue curious teacher",5,1,1,"(0, 6)",1
"a friendly friendly apple liked without that book",0,7,7,"(6, 7)",1
"a friendly friendly apple liked without that book",1,6,6,"(1, 3)",1
"a friendly friendly apple liked without that book",2,5,5,"(6, 7)",1
"a friendly friendly apple liked without that book",3,4,4,"(0, 4)",1
"a friendly friendly apple liked without that book",4,3,3,"(0, 4)",1
"a friendly friendly apple liked without that book",5,2,2,"(0, 4)",1
"a friendly friendly apple liked without that book",6,1,1,"(0, 7)",1
"that tall curious girl carried with that girl",0,7,7,"(1, 2)",1
"that tall curious girl carried with that girl",1,6,6,"(6, 7)",1
"that tall curious girl carried with that girl",2,5,5,"(0, 3)",1
"that tall curious girl carried with that girl",3,4,4,"(6, 7)",1
"that tall curious girl carried with that girl",4,3,3,"(5, 7)",1
"that tall curious girl carried with that girl",5,2,2,"(0, 4)",1
"that tall curious girl carried with that girl",6,1,1,"(0, 7)",1
"a tall friendly friendly teacher carried near the robot",0,8,8,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",1,7,7,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",2,6,6,"(1, 4)",1
"a tall friendly friendly teacher carried near the robot",3,5,5,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",4,4,4,"(0, 5)",1
"a tall friendly friendly teacher carried near the robot",5,3,3,"(0, 5)",1
"a tall friendly friendly teacher carried near the robot",6,2,2,"(0, 5)",1
"a tall friendly friendly teacher carried near the robot",7,1,1,"(0, 8)",1
"a ancient friendly girl liked a apple",0,6,6,"(1, 2)",1
"a ancient friendly girl liked a apple",1,5,5,"(5, 6)",1
"a ancient friendly girl liked a apple",2,4,4,"(0, 3)",1
"a ancient friendly girl liked a apple",3,3,3,"(0, 4)",1
"a ancient friendly girl liked a apple",4,2,2,"(0, 4)",1
"a ancient friendly girl liked a apple",5,1,1,"(0, 6)",1
"a girl saw near the book",0,5,5,"(4, 5)",1
"a girl saw near the book",1,4,4,"(4, 5)",1
"a girl saw near the book",2,3,3,"(0, 2)",1
"a girl saw near the book",3,2,2,"(0, 2)",1
"a girl saw near the book",4,1,1,"(0, 5)",1
"that curious blue book saw a curious ancient boy",0,8,8,"(6, 7)",1
"that curious blue book saw a curious ancient boy",1,7,7,"(1, 3)",1
"that curious blue book saw a curious ancient boy",2,6,6,"(0, 3)",1
"that curious blue book saw a curious ancient boy",3,5,5,"(6, 7)",1
"that curious blue book saw a curious ancient boy",4,4,4,"(6, 8)",1
"that curious blue book saw a curious ancient boy",5,3,3,"(0, 4)",1
"that curious blue book saw a curious ancient boy",6,2,2,"(0, 4)",1
"that curious blue book saw a curious ancient boy",7,1,1,"(0, 8)",1
"this tall blue robot liked a robot",0,6,6,"(1, 2)",1
"this tall blue robot liked a robot",1,5,5,"(1, 3)",1
"this tall blue robot liked a robot",2,4,4,"(0, 3)",1
"this tall blue robot liked a robot",3,3,3,"(0, 4)",1
"this tall blue robot liked a robot",4,2,2,"(0, 4)",1
"this tall blue robot liked a robot",5,1,1,"(0, 6)",1
"the apple read this girl near the robot",0,7,7,"(0, 1)",1
"the apple read this girl near the robot",1,6,6,"(0, 2)",1
"the apple read this girl near the robot",2,5,5,"(0, 2)",1
"the apple read this girl near the robot",3,4,4,"(0, 2)",1
"the apple read this girl near the robot",4,3,3,"(0, 2)",1
"the apple read this girl near the robot",5,2,2,"(0, 4)",1
"the apple read this girl near the robot",6,1,1,"(0, 7)",1
"that friendly ancient book read the curious friendly boy",0,8,8,"(6, 7)",1
"that friendly ancient book read the curious friendly boy",1,7,7,"(6, 7)",1
"that friendly ancient book read the curious friendly boy",2,6,6,"(6, 7)",1
"that friendly ancient book read the curious friendly boy",3,5,5,"(6, 7)",1
"that friendly ancient book read the curious friendly boy",4,4,4,"(6, 8)",1
"that friendly ancient book read the curious friendly boy",5,3,3,"(0, 4)",1
"that friendly ancient book read the curious friendly boy",6,2,2,"(0, 4)",1
"that friendly ancient book read the curious friendly boy",7,1,1,"(0, 8)",1
"that book admired the robot",0,4,4,"(0, 1)",1
"that book admired the robot",1,3,3,"(3, 4)",1
"that book admired the robot",2,2,2,"(0, 2)",1
"that book admired the robot",3,1,1,"(0, 4)",1
"this robot liked a apple",0,4,4,"(0, 1)",1
"this robot liked a apple",1,3,3,"(0, 2)",1
"this robot liked a apple",2,2,2,"(0, 2)",1
"this robot liked a apple",3,1,1,"(0, 4)",1
"the apple saw this book without this tall blue teacher",0,9,9,"(0, 1)",1
"the apple saw this book without this tall blue teacher",1,8,8,"(7, 8)",1
"the apple saw this book without this tall blue teacher",2,7,7,"(7, 8)",1
"the apple saw this book without this tall blue teacher",3,6,6,"(0, 2)",1
"the apple saw this book without this tall blue teacher",4,5,5,"(0, 2)",1
"the apple saw this book without this tall blue teacher",5,4,4,"(0, 2)",1
"the apple saw this book without this tall blue teacher",6,3,3,"(0, 2)",1
"the apple saw this book without this tall blue teacher",7,2,2,"(0, 4)",1
"the apple saw this book without this tall blue teacher",8,1,1,"(0, 9)",1
"a girl saw that book",0,4,4,"(3, 4)",1
"a girl saw that book",1,3,3,"(3, 4)",1
"a girl saw that book",2,2,2,"(0, 2)",1
"a girl saw that book",3,1,1,"(0, 4)",1
"a friendly blue ancient teacher chased with this robot",0,8,8,"(7, 8)",1
"a friendly blue ancient teacher chased with this robot",1,7,7,"(7, 8)",1
"a friendly blue ancient teacher chased with this robot",2,6,6,"(7, 8)",1
"a friendly blue ancient teacher chased with this robot",3,5,5,"(7, 8)",1
"a friendly blue ancient teacher chased with this robot",4,4,4,"(7, 8)",1
"a friendly blue ancient teacher chased with this robot",5,3,3,"(6, 8)",1
"a friendly blue ancient teacher chased with this robot",6,2,2,"(0, 5)",1
"a friendly blue ancient teacher chased with this robot",7,1,1,"(0, 8)",1
"this curious curious girl liked near a boy",0,7,7,"(1, 2)",1
"this curious curious girl liked near a boy",1,6,6,"(1, 3)",1
"this curious curious girl liked near a boy",2,5,5,"(0, 3)",1
"this curious curious girl liked near a boy",3,4,4,"(0, 4)",1
"this curious curious girl liked near a boy",4,3,3,"(5, 7)",1
"this curious curious girl liked near a boy",5,2,2,"(0, 4)",1
"this curious curious girl liked near a boy",6,1,1,"(0, 7)",1
"this teacher liked this robot",0,4,4,"(3, 4)",1
"this teacher liked this robot",1,3,3,"(3, 4)",1
"this teacher liked this robot",2,2,2,"(0, 2)",1
"this teacher liked this robot",3,1,1,"(0, 4)",1
"this apple admired the teacher",0,4,4,"(3, 4)",1
"this apple admired the teacher",1,3,3,"(3, 4)",1
"this apple admired the teacher",2,2,2,"(0, 2)",1
"this apple admired the teacher",3,1,1,"(0, 4)",1
"the tall curious book carried that book with the boy",0,9,9,"(1, 2)",1
"the tall curious book carried that book with the boy",1,8,8,"(1, 3)",1
"the tall curious book carried that book with the boy",2,7,7,"(8, 9)",1
"the tall curious book carried that book with the boy",3,6,6,"(8, 9)",1
"the tall curious book carried that book with the boy",4,5,5,"(8, 9)",1
"the tall curious book carried that book with the boy",5,4,4,"(0, 4)",1
"the tall curious book carried that book with the boy",6,3,3,"(0, 4)",1
"the tall curious book carried that book with the boy",7,2,2,"(0, 6)",1
"the tall curious book carried that book with the boy",8,1,1,"(0, 9)",1
"the girl liked with that blue friendly curious teacher",0,8,8,"(0, 1)",1
"the girl liked with that blue friendly curious teacher",1,7,7,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",2,6,6,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",3,5,5,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",4,4,4,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",5,3,3,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",6,2,2,"(0, 2)",1
"the girl liked with that blue friendly curious teacher",7,1,1,"(0, 8)",1
"this boy chased this blue tall book",0,6,6,"(4, 5)",1
"this boy chased this blue tall book",1,5,5,"(4, 5)",1
"this boy chased this blue tall book",2,4,4,"(4, 6)",1
"this boy chased this blue tall book",3,3,3,"(3, 6)",1
"this boy chased this blue tall book",4,2,2,"(0, 2)",1
"this boy chased this blue tall book",5,1,1,"(0, 6)",1
"that tall tall robot liked the tall blue book",0,8,8,"(1, 2)",1
"that tall tall robot liked the tall blue book",1,7,7,"(6, 7)",1
"that tall tall robot liked the tall blue book",2,6,6,"(6, 7)",1
"that tall tall robot liked the tall blue book",3,5,5,"(6, 7)",1
"that tall tall robot liked the tall blue book",4,4,4,"(6, 8)",1
"that tall tall robot liked the tall blue book",5,3,3,"(5, 8)",1
"that tall tall robot liked the tall blue book",6,2,2,"(0, 4)",1
"that tall tall robot liked the tall blue book",7,1,1,"(0, 8)",1
"a book chased with the girl",0,5,5,"(0, 1)",1
"a book chased with the girl",1,4,4,"(4, 5)",1
"a book chased with the girl",2,3,3,"(0, 2)",1
"a book chased with the girl",3,2,2,"(0, 2)",1
"a book chased with the girl",4,1,1,"(0, 5)",1
"a boy saw that tall blue friendly apple",0,7,7,"(5, 6)",1
"a boy saw that tall blue friendly apple",1,6,6,"(5, 6)",1
"a boy saw that tall blue friendly apple",2,5,5,"(0, 2)",1
"a boy saw that tall blue friendly apple",3,4,4,"(0, 2)",1
"a boy saw that tall blue friendly apple",4,3,3,"(0, 2)",1
"a boy saw that tall blue friendly apple",5,2,2,"(0, 2)",1
"a boy saw that tall blue friendly apple",6,1,1,"(0, 7)",1
"that ancient ancient friendly apple chased this book",0,7,7,"(6, 7)",1
"that ancient ancient friendly apple chased this book",1,6,6,"(6, 7)",1
"that ancient ancient friendly apple chased this book",2,5,5,"(6, 7)",1
"that ancient ancient friendly apple chased this book",3,4,4,"(6, 7)",1
"that ancient ancient friendly apple chased this book",4,3,3,"(6, 7)",1
"that ancient ancient friendly apple chased this book",5,2,2,"(0, 5)",1
"that ancient ancient friendly apple chased this book",6,1,1,"(0, 7)",1
"the robot admired that tall tall blue book",0,7,7,"(0, 1)",1
"the robot admired that tall tall blue book",1,6,6,"(5, 6)",1
"the robot admired that tall tall blue book",2,5,5,"(4, 6)",1
"the robot admired that tall tall blue book",3,4,4,"(4, 7)",1
"the robot admired that tall tall blue book",4,3,3,"(0, 2)",1
"the robot admired that tall tall blue book",5,2,2,"(0, 2)",1
"the robot admired that tall tall blue book",6,1,1,"(0, 7)",1
"a curious blue girl chased a boy",0,6,6,"(1, 2)",1
"a curious blue girl chased a boy",1,5,5,"(1, 3)",1
"a curious blue girl chased a boy",2,4,4,"(0, 3)",1
"a curious blue girl chased a boy",3,3,3,"(0, 4)",1
"a curious blue girl chased a boy",4,2,2,"(0, 4)",1
"a curious blue girl chased a boy",5,1,1,"(0, 6)",1
"the curious ancient girl read with that ancient curious robot",0,9,9,"(7, 8)",1
"the curious ancient girl read with that ancient curious robot",1,8,8,"(1, 3)",1
"the curious ancient girl read with that ancient curious robot",2,7,7,"(7, 8)",1
"the curious ancient girl read with that ancient curious robot",3,6,6,"(0, 4)",1
"the curious ancient girl read with that ancient curious robot",4,5,5,"(0, 4)",1
"the curious ancient girl read with that ancient curious robot",5,4,4,"(6, 9)",1
"the curious ancient girl read with that ancient curious robot",6,3,3,"(0, 4)",1
"the curious ancient girl read with that ancient curious robot",7,2,2,"(0, 4)",1
"the curious ancient girl read with that ancient curious robot",8,1,1,"(0, 9)",1
"that robot liked near this girl",0,5,5,"(0, 1)",1
"that robot liked near this girl",1,4,4,"(0, 2)",1
"that robot liked near this girl",2,3,3,"(0, 2)",1
"that robot liked near this girl",3,2,2,"(0, 2)",1
"that robot liked near this girl",4,1,1,"(0, 5)",1
"the apple liked that teacher",0,4,4,"(0, 1)",1
"the apple liked that teacher",1,3,3,"(0, 2)",1
"the apple liked that teacher",2,2,2,"(0, 2)",1
"the apple liked that teacher",3,1,1,"(0, 4)",1
"this tall curious book read this friendly ancient teacher",0,8,8,"(1, 2)",1
"this tall curious book read this friendly ancient teacher",1,7,7,"(1, 3)",1
"this tall curious book read this friendly ancient teacher",2,6,6,"(0, 3)",1
"this tall curious book read this friendly ancient teacher",3,5,5,"(0, 4)",1
"this tall curious book read this friendly ancient teacher",4,4,4,"(0, 4)",1
"this tall curious book read this friendly ancient teacher",5,3,3,"(0, 4)",1
"this tall curious book read this friendly ancient teacher",6,2,2,"(0, 4)",1
"this tall curious book read this friendly ancient teacher",7,1,1,"(0, 8)",1
"the book carried with that friendly tall tall teacher",0,8,8,"(6, 7)",1
"the book carried with that friendly tall tall teacher",1,7,7,"(6, 7)",1
"the book carried with that friendly tall tall teacher",2,6,6,"(0, 2)",1
"the book carried with that friendly tall tall teacher",3,5,5,"(0, 2)",1
"the book carried with that friendly tall tall teacher",4,4,4,"(0, 2)",1
"the book carried with that friendly tall tall teacher",5,3,3,"(0, 2)",1
"the book carried with that friendly tall tall teacher",6,2,2,"(0, 2)",1
"the book carried with that friendly tall tall teacher",7,1,1,"(0, 8)",1
"the book saw that robot without that friendly curious boy",0,9,9,"(0, 1)",1
"the book saw that robot without that friendly curious boy",1,8,8,"(0, 2)",1
"the book saw that robot without that friendly curious boy",2,7,7,"(0, 2)",1
"the book saw that robot without that friendly curious boy",3,6,6,"(7, 9)",1
"the book saw that robot without that friendly curious boy",4,5,5,"(0, 2)",1
"the book saw that robot without that friendly curious boy",5,4,4,"(0, 2)",1
"the book saw that robot without that friendly curious boy",6,3,3,"(0, 2)",1
"the book saw that robot without that friendly curious boy",7,2,2,"(0, 4)",1
"the book saw that robot without that friendly curious boy",8,1,1,"(0, 9)",1
"that curious ancient girl admired this ancient blue book",0,8,8,"(1, 2)",1
"that curious ancient girl admired this ancient blue book",1,7,7,"(1, 3)",1
"that curious ancient girl admired this ancient blue book",2,6,6,"(0, 3)",1
"that curious ancient girl admired this ancient blue book",3,5,5,"(6, 7)",1
"that curious ancient girl admired this ancient blue book",4,4,4,"(6, 8)",1
"that curious ancient girl admired this ancient blue book",5,3,3,"(5, 8)",1
"that curious ancient girl admired this ancient blue book",6,2,2,"(0, 4)",1
"that curious ancient girl admired this ancient blue book",7,1,1,"(0, 8)",1
"this friendly curious book chased near the friendly blue boy",0,9,9,"(1, 2)",1
"this friendly curious book chased near the friendly blue boy",1,8,8,"(1, 3)",1
"this friendly curious book chased near the friendly blue boy",2,7,7,"(0, 3)",1
"this friendly curious book chased near the friendly blue boy",3,6,6,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",4,5,5,"(7, 9)",1
"this friendly curious book chased near the friendly blue boy",5,4,4,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",6,3,3,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",7,2,2,"(0, 4)",1
"this friendly curious book chased near the friendly blue boy",8,1,1,"(0, 9)",1
"this curious tall book chased the ancient friendly boy",0,8,8,"(1, 2)",1
"this curious tall book chased the ancient friendly boy",1,7,7,"(6, 7)",1
"this curious tall book chased the ancient friendly boy",2,6,6,"(6, 7)",1
"this curious tall book chased the ancient friendly boy",3,5,5,"(0, 4)",1
"this curious tall book chased the ancient friendly boy",4,4,4,"(6, 8)",1
"this curious tall book chased the ancient friendly boy",5,3,3,"(5, 8)",1
"this curious tall book chased the ancient friendly boy",6,2,2,"(0, 4)",1
"this curious tall book chased the ancient friendly boy",7,1,1,"(0, 8)",1
"that ancient ancient teacher liked a tall ancient boy",0,8,8,"(6, 7)",1
"that ancient ancient teacher liked a tall ancient boy",1,7,7,"(6, 7)",1
"that ancient ancient teacher liked a tall ancient boy",2,6,6,"(6, 7)",1
"that ancient ancient teacher liked a tall ancient boy",3,5,5,"(6, 7)",1
"that ancient ancient teacher liked a tall ancient boy",4,4,4,"(6, 8)",1
"that ancient ancient teacher liked a tall ancient boy",5,3,3,"(5, 8)",1
"that ancient ancient teacher liked a tall ancient boy",6,2,2,"(0, 4)",1
"that ancient ancient teacher liked a tall ancient boy",7,1,1,"(0, 8)",1
"that book saw the ancient ancient teacher",0,6,6,"(0, 1)",1
"that book saw the ancient ancient teacher",1,5,5,"(4, 5)",1
"that book saw the ancient ancient teacher",2,4,4,"(4, 6)",1
"that book saw the ancient ancient teacher",3,3,3,"(0, 2)",1
"that book saw the ancient ancient teacher",4,2,2,"(0, 2)",1
"that book saw the ancient ancient teacher",5,1,1,"(0, 6)",1
"the teacher saw this curious tall apple",0,6,6,"(0, 1)",1
"the teacher saw this curious tall apple",1,5,5,"(4, 5)",1
"the teacher saw this curious tall apple",2,4,4,"(0, 2)",1
"the teacher saw this curious tall apple",3,3,3,"(0, 2)",1
"the teacher saw this curious tall apple",4,2,2,"(0, 2)",1
"the teacher saw this curious tall apple",5,1,1,"(0, 6)",1
"this blue friendly robot chased this curious tall girl",0,8,8,"(1, 2)",1
"this blue friendly robot chased this curious tall girl",1,7,7,"(6, 7)",1
"this blue friendly robot chased this curious tall girl",2,6,6,"(6, 7)",1
"this blue friendly robot chased this curious tall girl",3,5,5,"(6, 7)",1
"this blue friendly robot chased this curious tall girl",4,4,4,"(6, 8)",1
"this blue friendly robot chased this curious tall girl",5,3,3,"(5, 8)",1
"this blue friendly robot chased this curious tall girl",6,2,2,"(0, 4)",1
"this blue friendly robot chased this curious tall girl",7,1,1,"(0, 8)",1
"that curious friendly friendly book liked without the book",0,8,8,"(7, 8)",1
"that curious friendly friendly book liked without the book",1,7,7,"(7, 8)",1
"that curious friendly friendly book liked without the book",2,6,6,"(7, 8)",1
"that curious friendly friendly book liked without the book",3,5,5,"(7, 8)",1
"that curious friendly friendly book liked without the book",4,4,4,"(7, 8)",1
"that curious friendly friendly book liked without the book",5,3,3,"(0, 5)",1
"that curious friendly friendly book liked without the book",6,2,2,"(0, 5)",1
"that curious friendly friendly book liked without the book",7,1,1,"(0, 8)",1
"that boy admired near this girl",0,5,5,"(0, 1)",1
"that boy admired near this girl",1,4,4,"(0, 2)",1
"that boy admired near this girl",2,3,3,"(0, 2)",1
"that boy admired near this girl",3,2,2,"(0, 2)",1
"that boy admired near this girl",4,1,1,"(0, 5)",1
"the teacher read this robot",0,4,4,"(0, 1)",1
"the teacher read this robot",1,3,3,"(0, 2)",1
"the teacher read this robot",2,2,2,"(0, 2)",1
"the teacher read this robot",3,1,1,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",0,9,9,"(1, 2)",1
"a ancient friendly girl read with this tall curious book",1,8,8,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",2,7,7,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",3,6,6,"(7, 8)",1
"a ancient friendly girl read with this tall curious book",4,5,5,"(7, 9)",1
"a ancient friendly girl read with this tall curious book",5,4,4,"(6, 9)",1
"a ancient friendly girl read with this tall curious book",6,3,3,"(5, 9)",1
"a ancient friendly girl read with this tall curious book",7,2,2,"(0, 4)",1
"a ancient friendly girl read with this tall curious book",8,1,1,"(0, 9)",1
"the blue blue teacher saw without this apple",0,7,7,"(6, 7)",1
"the blue blue teacher saw without this apple",1,6,6,"(6, 7)",1
"the blue blue teacher saw without this apple",2,5,5,"(6, 7)",1
"the blue blue teacher saw without this apple",3,4,4,"(6, 7)",1
"the blue blue teacher saw without this apple",4,3,3,"(0, 4)",1
"the blue blue teacher saw without this apple",5,2,2,"(0, 4)",1
"the blue blue teacher saw without this apple",6,1,1,"(0, 7)",1
"a book chased a book with the book",0,7,7,"(6, 7)",1
"a book chased a book with the book",1,6,6,"(6, 7)",1
"a book chased a book with the book",2,5,5,"(6, 7)",1
"a book chased a book with the book",3,4,4,"(0, 2)",1
"a book chased a book with the book",4,3,3,"(0, 2)",1
"a book chased a book with the book",5,2,2,"(0, 4)",1
"a book chased a book with the book",6,1,1,"(0, 7)",1
"a boy saw this book",0,4,4,"(3, 4)",1
"a boy saw this book",1,3,3,"(3, 4)",1
"a boy saw this book",2,2,2,"(0, 2)",1
"a boy saw this book",3,1,1,"(0, 4)",1
"the robot read the robot",0,4,4,"(0, 1)",1
"the robot read the robot",1,3,3,"(0, 2)",1
"the robot read the robot",2,2,2,"(0, 2)",1
"the robot read the robot",3,1,1,"(0, 4)",1
"that tall tall tall boy admired near this apple",0,8,8,"(7, 8)",1
"that tall tall tall boy admired near this apple",1,7,7,"(7, 8)",1
"that tall tall tall boy admired near this apple",2,6,6,"(7, 8)",1
"that tall tall tall boy admired near this apple",3,5,5,"(7, 8)",1
"that tall tall tall boy admired near this apple",4,4,4,"(7, 8)",1
"that tall tall tall boy admired near this apple",5,3,3,"(0, 5)",1
"that tall tall tall boy admired near this apple",6,2,2,"(0, 5)",1
"that tall tall tall boy admired near this apple",7,1,1,"(0, 8)",1
"a apple saw with a friendly curious boy",0,7,7,"(1, 2)",0
"a apple saw with a friendly curious boy",1,6,6,"(0, 2)",1
"a apple saw with a friendly curious boy",2,5,5,"(5, 7)",1
"a apple saw with a friendly curious boy",3,4,4,"(0, 2)",1
"a apple saw with a friendly curious boy",4,3,3,"(0, 2)",1
"a apple saw with a friendly curious boy",5,2,2,"(0, 2)",1
"a apple saw with a friendly curious boy",6,1,1,"(0, 7)",1
"that boy read a apple near the book",0,7,7,"(0, 1)",1
"that boy read a apple near the book",1,6,6,"(0, 2)",1
"that boy read a apple near the book",2,5,5,"(0, 2)",1
"that boy read a apple near the book",3,4,4,"(0, 2)",1
"that boy read a apple near the book",4,3,3,"(0, 2)",1
"that boy read a apple near the book",5,2,2,"(0, 4)",1
"that boy read a apple near the book",6,1,1,"(0, 7)",1
"a robot chased this apple",0,4,4,"(0, 1)",1
"a robot chased this apple",1,3,3,"(0, 2)",1
"a robot chased this apple",2,2,2,"(0, 2)",1
"a robot chased this apple",3,1,1,"(0, 4)",1
"that friendly tall book admired near this apple",0,7,7,"(6, 7)",1
"that friendly tall book admired near this apple",1,6,6,"(6, 7)",1
