sentence,step,n_pairs,n_admitted,top_span,is_gold
"the man likes a dog",2,2,2,"(0, 2)",1
"the man likes a dog",3,1,1,"(0, 4)",1
"the cat likes the woman",0,4,4,"(3, 4)",1
"the cat likes the woman",1,3,3,"(3, 4)",1
"the cat likes the woman",2,2,2,"(0, 2)",1
"the cat likes the woman",3,1,1,"(0, 4)",1
"a man likes a woman",0,4,4,"(3, 4)",1
"a man likes a woman",1,3,3,"(3, 4)",1
"a man likes a woman",2,2,2,"(0, 2)",1
"a man likes a woman",3,1,1,"(0, 4)",1
"a dog runs the woman",0,4,4,"(3, 4)",1
"a dog runs the woman",1,3,3,"(3, 4)",1
"a dog runs the woman",2,2,2,"(0, 2)",1
"a dog runs the woman",3,1,1,"(0, 4)",1
"a dog sees the woman",0,4,4,"(3, 4)",1
"a dog sees the woman",1,3,3,"(3, 4)",1
"a dog sees the woman",2,2,2,"(0, 2)",1
"a dog sees the woman",3,1,1,"(0, 4)",1
"the man runs a man",0,4,4,"(3, 4)",1
"the man runs a man",1,3,3,"(3, 4)",1
"the man runs a man",2,2,2,"(2, 4)",0
"the man runs a man",3,1,1,"(0, 4)",1
"a dog runs the dog",0,4,4,"(3, 4)",1
"a dog runs the dog",1,3,3,"(3, 4)",1
"a dog runs the dog",2,2,2,"(0, 2)",1
"a dog runs the dog",3,1,1,"(0, 4)",1
"a woman chases",0,2,2,"(0, 1)",1
"a woman chases",1,1,1,"(0, 2)",1
"the cat likes the cat",0,4,4,"(3, 4)",1
"the cat likes the cat",1,3,3,"(3, 4)",1
"the cat likes the cat",2,2,2,"(0, 2)",1
"the cat likes the cat",3,1,1,"(0, 4)",1
"a woman sees the woman",0,4,4,"(3, 4)",1
"a woman sees the woman",1,3,3,"(3, 4)",1
"a woman sees the woman",2,2,2,"(0, 2)",1
"a woman sees the woman",3,1,1,"(0, 4)",1
