sentence,step,n_pairs,n_admitted,top_span,is_gold
"this friendly curious boy admired near the robot",1,6,6,"(6, 7)",1
"this friendly curious boy admired near the robot",2,5,5,"(6, 7)",1
"this friendly curious boy admired near the robot",3,4,4,"(6, 7)",1
"this friendly curious boy admired near the robot",4,3,3,"(0, 4)",1
"this friendly curious boy admired near the robot",5,2,2,"(0, 4)",1
"this friendly curious boy admired near the robot",6,1,1,"(0, 7)",1
"that book admired that girl with a girl",0,7,7,"(0, 1)",1
"that book admired that girl with a girl",1,6,6,"(6, 7)",1
"that book admired that girl with a girl",2,5,5,"(6, 7)",1
"that book admired that girl with a girl",3,4,4,"(0, 2)",1
"that book admired that girl with a girl",4,3,3,"(0, 2)",1
"that book admired that girl with a girl",5,2,2,"(0, 4)",1
"that book admired that girl with a girl",6,1,1,"(0, 7)",1
"that apple admired near this apple",0,5,5,"(4, 5)",1
"that apple admired near this apple",1,4,4,"(4, 5)",1
"that apple admired near this apple",2,3,3,"(3, 5)",1
"that apple admired near this apple",3,2,2,"(2, 5)",0
"that apple admired near this apple",4,1,1,"(0, 5)",1
"the robot read that friendly friendly curious tall book",0,8,8,"(0, 1)",1
"the robot read that friendly friendly curious tall book",1,7,7,"(0, 2)",1
"the robot read that friendly friendly curious tall book",2,6,6,"(0, 2)",1
"the robot read that friendly friendly curious tall book",3,5,5,"(0, 2)",1
"the robot read that friendly friendly curious tall book",4,4,4,"(0, 2)",1
"the robot read that friendly friendly curious tall book",5,3,3,"(0, 2)",1
"the robot read that friendly friendly curious tall book",6,2,2,"(0, 2)",1
"the robot read that friendly friendly curious tall book",7,1,1,"(0, 8)",1
"a teacher admired a friendly friendly robot",0,6,6,"(0, 1)",1
"a teacher admired a friendly friendly robot",1,5,5,"(0, 2)",1
"a teacher admired a friendly friendly robot",2,4,4,"(0, 2)",1
"a teacher admired a friendly friendly robot",3,3,3,"(0, 2)",1
"a teacher admired a friendly friendly robot",4,2,2,"(0, 2)",1
"a teacher admired a friendly friendly robot",5,1,1,"(0, 6)",1
"that tall tall tall boy admired near this apple",0,8,8,"(7, 8)",1
"that tall tall tall boy admired near this apple",1,7,7,"(7, 8)",1
"that tall tall tall boy admired near this apple",2,6,6,"(7, 8)",1
"that tall tall tall boy admired near this apple",3,5,5,"(7, 8)",1
"that tall tall tall boy admired near this apple",4,4,4,"(7, 8)",1
"that tall tall tall boy admired near this apple",5,3,3,"(0, 5)",1
"that tall tall tall boy admired near this apple",6,2,2,"(0, 5)",1
"that tall tall tall boy admired near this apple",7,1,1,"(0, 8)",1
"the teacher liked with that blue curious boy",0,7,7,"(0, 1)",1
"the teacher liked with that blue curious boy",1,6,6,"(0, 2)",1
"the teacher liked with that blue curious boy",2,5,5,"(0, 2)",1
"the teacher liked with that blue curious boy",3,4,4,"(0, 2)",1
"the teacher liked with that blue curious boy",4,3,3,"(0, 2)",1
"the teacher liked with that blue curious boy",5,2,2,"(0, 2)",1
"the teacher liked with that blue curious boy",6,1,1,"(0, 7)",1
"the girl read that girl with a apple",0,7,7,"(6, 7)",1
"the girl read that girl with a apple",1,6,6,"(6, 7)",1
"the girl read that girl with a apple",2,5,5,"(6, 7)",1
"the girl read that girl with a apple",3,4,4,"(0, 2)",1
"the girl read that girl with a apple",4,3,3,"(0, 2)",1
"the girl read that girl with a apple",5,2,2,"(0, 4)",1
"the girl read that girl with a apple",6,1,1,"(0, 7)",1
"a friendly blue apple admired this boy",0,6,6,"(5, 6)",1
"a friendly blue apple admired this boy",1,5,5,"(5, 6)",1
"a friendly blue apple admired this boy",2,4,4,"(5, 6)",1
"a friendly blue apple admired this boy",3,3,3,"(5, 6)",1
"a friendly blue apple admired this boy",4,2,2,"(0, 4)",1
"a friendly blue apple admired this boy",5,1,1,"(0, 6)",1
"the apple read the blue friendly boy",0,6,6,"(5, 6)",0
"the apple read the blue friendly boy",1,5,5,"(0, 2)",1
"the apple read the blue friendly boy",2,4,4,"(0, 2)",1
"the apple read the blue friendly boy",3,3,3,"(0, 2)",1
"the apple read the blue friendly boy",4,2,2,"(0, 2)",1
"the apple read the blue friendly boy",5,1,1,"(0, 6)",1
"this girl read this friendly curious girl with this boy",0,9,9,"(8, 9)",1
"this girl read this friendly curious girl with this boy",1,8,8,"(8, 9)",1
"this girl read this friendly curious girl with this boy",2,7,7,"(8, 9)",1
"this girl read this friendly curious girl with this boy",3,6,6,"(8, 9)",1
"this girl read this friendly curious girl with this boy",4,5,5,"(8, 9)",1
"this girl read this friendly curious girl with this boy",5,4,4,"(0, 2)",1
"this girl read this friendly curious girl with this boy",6,3,3,"(0, 2)",1
"this girl read this friendly curious girl with this boy",7,2,2,"(0, 6)",1
"this girl read this friendly curious girl with this boy",8,1,1,"(0, 9)",1
"that boy read a blue curious book without a girl",0,9,9,"(8, 9)",1
"that boy read a blue curious book without a girl",1,8,8,"(0, 2)",1
"that boy read a blue curious book without a girl",2,7,7,"(0, 2)",1
"that boy read a blue curious book without a girl",3,6,6,"(0, 2)",1
"that boy read a blue curious book without a girl",4,5,5,"(0, 2)",1
"that boy read a blue curious book without a girl",5,4,4,"(0, 2)",1
"that boy read a blue curious book without a girl",6,3,3,"(0, 2)",1
"that boy read a blue curious book without a girl",7,2,2,"(0, 6)",1
"that boy read a blue curious book without a girl",8,1,1,"(0, 9)",1
"this curious blue teacher liked that book near a teacher",0,9,9,"(8, 9)",1
"this curious blue teacher liked that book near a teacher",1,8,8,"(8, 9)",1
"this curious blue teacher liked that book near a teacher",2,7,7,"(8, 9)",1
"this curious blue teacher liked that book near a teacher",3,6,6,"(8, 9)",1
"this curious blue teacher liked that book near a teacher",4,5,5,"(8, 9)",1
"this curious blue teacher liked that book near a teacher",5,4,4,"(7, 9)",1
"this curious blue teacher liked that book near a teacher",6,3,3,"(0, 4)",1
"this curious blue teacher liked that book near a teacher",7,2,2,"(0, 6)",1
"this curious blue teacher liked that book near a teacher",8,1,1,"(0, 9)",1
"that ancient tall teacher carried near that curious ancient teacher",0,9,9,"(7, 8)",1
"that ancient tall teacher carried near that curious ancient teacher",1,8,8,"(7, 8)",1
"that ancient tall teacher carried near that curious ancient teacher",2,7,7,"(0, 3)",1
"that ancient tall teacher carried near that curious ancient teacher",3,6,6,"(7, 8)",1
"that ancient tall teacher carried near that curious ancient teacher",4,5,5,"(7, 9)",1
"that ancient tall teacher carried near that curious ancient teacher",5,4,4,"(6, 9)",1
"that ancient tall teacher carried near that curious ancient teacher",6,3,3,"(0, 4)",1
"that ancient tall teacher carried near that curious ancient teacher",7,2,2,"(0, 4)",1
"that ancient tall teacher carried near that curious ancient teacher",8,1,1,"(0, 9)",1
"that tall tall apple saw the book",0,6,6,"(5, 6)",1
"that tall tall apple saw the book",1,5,5,"(5, 6)",1
"that tall tall apple saw the book",2,4,4,"(5, 6)",1
"that tall tall apple saw the book",3,3,3,"(5, 6)",1
"that tall tall apple saw the book",4,2,2,"(0, 4)",1
"that tall tall apple saw the book",5,1,1,"(0, 6)",1
"that tall blue boy read a book",0,6,6,"(5, 6)",1
"that tall blue boy read a book",1,5,5,"(5, 6)",1
"that tall blue boy read a book",2,4,4,"(0, 3)",1
"that tall blue boy read a book",3,3,3,"(0, 4)",1
"that tall blue boy read a book",4,2,2,"(0, 4)",1
"that tall blue boy read a book",5,1,1,"(0, 6)",1
"a boy liked without that curious friendly robot",0,7,7,"(0, 1)",1
"a boy liked without that curious friendly robot",1,6,6,"(0, 2)",1
"a boy liked without that curious friendly robot",2,5,5,"(5, 7)",1
"a boy liked without that curious friendly robot",3,4,4,"(4, 7)",1
"a boy liked without that curious friendly robot",4,3,3,"(0, 2)",1
"a boy liked without that curious friendly robot",5,2,2,"(0, 2)",1
"a boy liked without that curious friendly robot",6,1,1,"(0, 7)",1
"this boy chased near a apple",0,5,5,"(4, 5)",1
"this boy chased near a apple",1,4,4,"(4, 5)",1
"this boy chased near a apple",2,3,3,"(0, 2)",1
"this boy chased near a apple",3,2,2,"(2, 5)",0
"this boy chased near a apple",4,1,1,"(0, 5)",1
"this curious curious girl liked near a boy",0,7,7,"(6, 7)",1
"this curious curious girl liked near a boy",1,6,6,"(6, 7)",1
"this curious curious girl liked near a boy",2,5,5,"(6, 7)",1
"this curious curious girl liked near a boy",3,4,4,"(6, 7)",1
"this curious curious girl liked near a boy",4,3,3,"(0, 4)",1
"this curious curious girl liked near a boy",5,2,2,"(0, 4)",1
"this curious curious girl liked near a boy",6,1,1,"(0, 7)",1
"a teacher carried this teacher without a girl",0,7,7,"(6, 7)",1
"a teacher carried this teacher without a girl",1,6,6,"(6, 7)",1
"a teacher carried this teacher without a girl",2,5,5,"(6, 7)",1
"a teacher carried this teacher without a girl",3,4,4,"(5, 7)",1
"a teacher carried this teacher without a girl",4,3,3,"(0, 2)",1
"a teacher carried this teacher without a girl",5,2,2,"(0, 4)",1
"a teacher carried this teacher without a girl",6,1,1,"(0, 7)",1
"this book read that book without the boy",0,7,7,"(0, 1)",1
"this book read that book without the boy",1,6,6,"(6, 7)",1
"this book read that book without the boy",2,5,5,"(6, 7)",1
"this book read that book without the boy",3,4,4,"(0, 2)",1
"this book read that book without the boy",4,3,3,"(0, 2)",1
"this book read that book without the boy",5,2,2,"(0, 4)",1
"this book read that book without the boy",6,1,1,"(0, 7)",1
"this robot chased this teacher near this apple",0,7,7,"(0, 1)",1
"this robot chased this teacher near this apple",1,6,6,"(6, 7)",1
"this robot chased this teacher near this apple",2,5,5,"(6, 7)",1
"this robot chased this teacher near this apple",3,4,4,"(0, 2)",1
"this robot chased this teacher near this apple",4,3,3,"(0, 2)",1
"this robot chased this teacher near this apple",5,2,2,"(0, 4)",1
"this robot chased this teacher near this apple",6,1,1,"(0, 7)",1
"the blue blue ancient apple liked without a robot",0,8,8,"(7, 8)",1
"the blue blue ancient apple liked without a robot",1,7,7,"(7, 8)",1
"the blue blue ancient apple liked without a robot",2,6,6,"(7, 8)",1
"the blue blue ancient apple liked without a robot",3,5,5,"(7, 8)",1
"the blue blue ancient apple liked without a robot",4,4,4,"(7, 8)",1
"the blue blue ancient apple liked without a robot",5,3,3,"(0, 5)",1
"the blue blue ancient apple liked without a robot",6,2,2,"(0, 5)",1
"the blue blue ancient apple liked without a robot",7,1,1,"(0, 8)",1
"a book saw near this apple",0,5,5,"(4, 5)",1
"a book saw near this apple",1,4,4,"(4, 5)",1
"a book saw near this apple",2,3,3,"(0, 2)",1
"a book saw near this apple",3,2,2,"(0, 2)",1
"a book saw near this apple",4,1,1,"(0, 5)",1
"a tall friendly friendly teacher carried near the robot",0,8,8,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",1,7,7,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",2,6,6,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",3,5,5,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",4,4,4,"(7, 8)",1
"a tall friendly friendly teacher carried near the robot",5,3,3,"(6, 8)",1
"a tall friendly friendly teacher carried near the robot",6,2,2,"(5, 8)",0
"a tall friendly friendly teacher carried near the robot",7,1,1,"(0, 8)",1
"the boy liked this teacher",0,4,4,"(3, 4)",1
"the boy liked this teacher",1,3,3,"(3, 4)",1
"the boy liked this teacher",2,2,2,"(0, 2)",1
"the boy liked this teacher",3,1,1,"(0, 4)",1
"this book saw near this girl",0,5,5,"(4, 5)",1
"this book saw near this girl",1,4,4,"(4, 5)",1
"this book saw near this girl",2,3,3,"(0, 2)",1
"this book saw near this girl",3,2,2,"(0, 2)",1
"this book saw near this girl",4,1,1,"(0, 5)",1
"that tall curious apple carried this curious blue tall boy",0,9,9,"(1, 2)",1
"that tall curious apple carried this curious blue tall boy",1,8,8,"(1, 3)",1
"that tall curious apple carried this curious blue tall boy",2,7,7,"(0, 3)",1
"that tall curious apple carried this curious blue tall boy",3,6,6,"(7, 8)",1
"that tall curious apple carried this curious blue tall boy",4,5,5,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",5,4,4,"(6, 9)",1
"that tall curious apple carried this curious blue tall boy",6,3,3,"(5, 9)",1
"that tall curious apple carried this curious blue tall boy",7,2,2,"(0, 4)",1
"that tall curious apple carried this curious blue tall boy",8,1,1,"(0, 9)",1
"the robot admired near this apple",0,5,5,"(4, 5)",1
"the robot admired near this apple",1,4,4,"(4, 5)",1
"the robot admired near this apple",2,3,3,"(3, 5)",1
"the robot admired near this apple",3,2,2,"(0, 2)",1
"the robot admired near this apple",4,1,1,"(0, 5)",1
"a teacher carried a robot without this teacher",0,7,7,"(6, 7)",1
"a teacher carried a robot without this teacher",1,6,6,"(6, 7)",1
"a teacher carried a robot without this teacher",2,5,5,"(6, 7)",1
"a teacher carried a robot without this teacher",3,4,4,"(5, 7)",1
"a teacher carried a robot without this teacher",4,3,3,"(0, 2)",1
"a teacher carried a robot without this teacher",5,2,2,"(0, 4)",1
"a teacher carried a robot without this teacher",6,1,1,"(0, 7)",1
"the book carried with that friendly tall tall teacher",0,8,8,"(0, 1)",1
"the book carried with that friendly tall tall teacher",1,7,7,"(0, 2)",1
"the book carried with that friendly tall tall teacher",2,6,6,"(5, 7)",1
"the book carried with that friendly tall tall teacher",3,5,5,"(5, 8)",1
"the book carried with that friendly tall tall teacher",4,4,4,"(4, 8)",1
"the book carried with that friendly tall tall teacher",5,3,3,"(3, 8)",1
"the book carried with that friendly tall tall teacher",6,2,2,"(0, 2)",1
"the book carried with that friendly tall tall teacher",7,1,1,"(0, 8)",1
"this ancient friendly boy read near that boy",0,7,7,"(6, 7)",1
"this ancient friendly boy read near that boy",1,6,6,"(6, 7)",1
"this ancient friendly boy read near that boy",2,5,5,"(6, 7)",1
"this ancient friendly boy read near that boy",3,4,4,"(6, 7)",1
"this ancient friendly boy read near that boy",4,3,3,"(0, 4)",1
"this ancient friendly boy read near that boy",5,2,2,"(0, 4)",1
"this ancient friendly boy read near that boy",6,1,1,"(0, 7)",1
"that curious curious boy chased that book",0,6,6,"(5, 6)",1
"that curious curious boy chased that book",1,5,5,"(5, 6)",1
"that curious curious boy chased that book",2,4,4,"(5, 6)",1
"that curious curious boy chased that book",3,3,3,"(5, 6)",1
"that curious curious boy chased that book",4,2,2,"(0, 4)",1
"that curious curious boy chased that book",5,1,1,"(0, 6)",1
"a boy saw this book",0,4,4,"(3, 4)",1
"a boy saw this book",1,3,3,"(3, 4)",1
"a boy saw this book",2,2,2,"(0, 2)",1
"a boy saw this book",3,1,1,"(0, 4)",1
"that book liked this curious ancient ancient book",0,7,7,"(0, 1)",1
"that book liked this curious ancient ancient book",1,6,6,"(0, 2)",1
"that book liked this curious ancient ancient book",2,5,5,"(0, 2)",1
"that book liked this curious ancient ancient book",3,4,4,"(0, 2)",1
"that book liked this curious ancient ancient book",4,3,3,"(0, 2)",1
"that book liked this curious ancient ancient book",5,2,2,"(0, 2)",1
"that book liked this curious ancient ancient book",6,1,1,"(0, 7)",1
"that apple chased a blue tall girl",0,6,6,"(4, 5)",1
"that apple chased a blue tall girl",1,5,5,"(4, 5)",1
"that apple chased a blue tall girl",2,4,4,"(4, 6)",1
"that apple chased a blue tall girl",3,3,3,"(3, 6)",1
"that apple chased a blue tall girl",4,2,2,"(0, 2)",1
"that apple chased a blue tall girl",5,1,1,"(0, 6)",1
"this blue blue girl liked without that girl",0,7,7,"(6, 7)",1
"this blue blue girl liked without that girl",1,6,6,"(6, 7)",1
"this blue blue girl liked without that girl",2,5,5,"(6, 7)",1
"this blue blue girl liked without that girl",3,4,4,"(6, 7)",1
"this blue blue girl liked without that girl",4,3,3,"(0, 4)",1
"this blue blue girl liked without that girl",5,2,2,"(0, 4)",1
"this blue blue girl liked without that girl",6,1,1,"(0, 7)",1
