sentence,step,n_pairs,n_admitted,top_span,is_gold
"a dog likes a cat",2,2,2,"(0, 2)",1
"a dog likes a cat",3,1,1,"(0, 4)",1
"the man runs a woman",0,4,4,"(3, 4)",1
"the man runs a woman",1,3,3,"(3, 4)",1
"the man runs a woman",2,2,2,"(0, 2)",1
"the man runs a woman",3,1,1,"(0, 4)",1
"a cat sees the dog",0,4,4,"(0, 1)",1
"a cat sees the dog",1,3,3,"(3, 4)",1
"a cat sees the dog",2,2,2,"(0, 2)",1
"a cat sees the dog",3,1,1,"(0, 4)",1
"the man chases a dog",0,4,4,"(0, 1)",1
"the man chases a dog",1,3,3,"(3, 4)",1
"the man chases a dog",2,2,2,"(0, 2)",1
"the man chases a dog",3,1,1,"(0, 4)",1
"a man sees",0,2,2,"(0, 1)",1
"a man sees",1,1,1,"(0, 2)",1
"a woman chases the woman",0,4,4,"(3, 4)",1
"a woman chases the woman",1,3,3,"(3, 4)",1
"a woman chases the woman",2,2,2,"(0, 2)",1
"a woman chases the woman",3,1,1,"(0, 4)",1
"the cat runs a man",0,4,4,"(0, 1)",1
"the cat runs a man",1,3,3,"(3, 4)",1
"the cat runs a man",2,2,2,"(0, 2)",1
"the cat runs a man",3,1,1,"(0, 4)",1
"the cat chases the cat",0,4,4,"(0, 1)",1
"the cat chases the cat",1,3,3,"(3, 4)",1
"the cat chases the cat",2,2,2,"(0, 2)",1
"the cat chases the cat",3,1,1,"(0, 4)",1
"the cat likes a dog",0,4,4,"(0, 1)",1
"the cat likes a dog",1,3,3,"(3, 4)",1
"the cat likes a dog",2,2,2,"(0, 2)",1
"the cat likes a dog",3,1,1,"(0, 4)",1
"a dog runs the woman",0,4,4,"(3, 4)",1
"a dog runs the woman",1,3,3,"(3, 4)",1
"a dog runs the woman",2,2,2,"(0, 2)",1
"a dog runs the woman",3,1,1,"(0, 4)",1
"the man runs a man",0,4,4,"(0, 1)",1
"the man runs a man",1,3,3,"(3, 4)",1
"the man runs a man",2,2,2,"(0, 2)",1
"the man runs a man",3,1,1,"(0, 4)",1
"the woman sees the man",0,4,4,"(3, 4)",1
"the woman sees the man",1,3,3,"(3, 4)",1
"the woman sees the man",2,2,2,"(0, 2)",1
"the woman sees the man",3,1,1,"(0, 4)",1
"the man runs a cat",0,4,4,"(3, 4)",1
"the man runs a cat",1,3,3,"(3, 4)",1
"the man runs a cat",2,2,2,"(0, 2)",1
"the man runs a cat",3,1,1,"(0, 4)",1
"a woman likes a woman",0,4,4,"(3, 4)",1
"a woman likes a woman",1,3,3,"(3, 4)",1
"a woman likes a woman",2,2,2,"(0, 2)",1
"a woman likes a woman",3,1,1,"(0, 4)",1
"a man chases",0,2,2,"(0, 1)",1
"a man chases",1,1,1,"(0, 2)",1
"the woman runs the cat",0,4,4,"(0, 1)",1
"the woman runs the cat",1,3,3,"(3, 4)",1
"the woman runs the cat",2,2,2,"(0, 2)",1
"the woman runs the cat",3,1,1,"(0, 4)",1
"a woman likes a dog",0,4,4,"(3, 4)",1
"a woman likes a dog",1,3,3,"(3, 4)",1
"a woman likes a dog",2,2,2,"(0, 2)",1
"a woman likes a dog",3,1,1,"(0, 4)",1
"a dog likes a man",0,4,4,"(3, 4)",1
"a dog likes a man",1,3,3,"(3, 4)",1
"a dog likes a man",2,2,2,"(0, 2)",1
"a dog likes a man",3,1,1,"(0, 4)",1
"the man chases the man",0,4,4,"(0, 1)",1
"the man chases the man",1,3,3,"(3, 4)",1
"the man chases the man",2,2,2,"(0, 2)",1
"the man chases the man",3,1,1,"(0, 4)",1
"a dog sees a man",0,4,4,"(3, 4)",1
"a dog sees a man",1,3,3,"(3, 4)",1
"a dog sees a man",2,2,2,"(2, 4)",0
"a dog sees a man",3,1,1,"(0, 4)",1
"the woman likes the man",0,4,4,"(3, 4)",1
"the woman likes the man",1,3,3,"(3, 4)",1
"the woman likes the man",2,2,2,"(0, 2)",1
"the woman likes the man",3,1,1,"(0, 4)",1
"the woman likes",0,2,2,"(0, 1)",1
"the woman likes",1,1,1,"(0, 2)",1
"the woman runs",0,2,2,"(0, 1)",1
"the woman runs",1,1,1,"(0, 2)",1
"a woman likes the man",0,4,4,"(3, 4)",1
"a woman likes the man",1,3,3,"(3, 4)",1
"a woman likes the man",2,2,2,"(0, 2)",1
"a woman likes the man",3,1,1,"(0, 4)",1
