sentence,step,n_pairs,n_admitted,top_span,is_gold
"the telescope found a big red dog under a cat",8,1,1,"(0, 9)",1
"the woman liked a big lazy quick big woman",0,8,8,"(0, 1)",1
"the woman liked a big lazy quick big woman",1,7,7,"(0, 2)",1
"the woman liked a big lazy quick big woman",2,6,6,"(0, 2)",1
"the woman liked a big lazy quick big woman",3,5,5,"(4, 7)",1
"the woman liked a big lazy quick big woman",4,4,4,"(4, 8)",1
"the woman liked a big lazy quick big woman",5,3,3,"(0, 2)",1
"the woman liked a big lazy quick big woman",6,2,2,"(0, 2)",1
"the woman liked a big lazy quick big woman",7,1,1,"(0, 8)",1
"a cat found a small big dog",0,6,6,"(0, 1)",1
"a cat found a small big dog",1,5,5,"(0, 2)",1
"a cat found a small big dog",2,4,4,"(0, 2)",1
"a cat found a small big dog",3,3,3,"(0, 2)",1
"a cat found a small big dog",4,2,2,"(0, 2)",1
"a cat found a small big dog",5,1,1,"(0, 6)",1
"a small lazy man chased",0,4,4,"(1, 2)",1
"a small lazy man chased",1,3,3,"(1, 3)",1
"a small lazy man chased",2,2,2,"(0, 3)",1
"a small lazy man chased",3,1,1,"(0, 4)",1
"a quick quick telescope chased a red small man",0,8,8,"(1, 2)",1
"a quick quick telescope chased a red small man",1,7,7,"(1, 3)",1
"a quick quick telescope chased a red small man",2,6,6,"(0, 3)",1
"a quick quick telescope chased a red small man",3,5,5,"(6, 7)",1
"a quick quick telescope chased a red small man",4,4,4,"(6, 8)",1
"a quick quick telescope chased a red small man",5,3,3,"(0, 4)",1
"a quick quick telescope chased a red small man",6,2,2,"(0, 4)",1
"a quick quick telescope chased a red small man",7,1,1,"(0, 8)",1
"the telescope liked a cat in a quick red woman",0,9,9,"(7, 8)",1
"the telescope liked a cat in a quick red woman",1,8,8,"(7, 8)",1
"the telescope liked a cat in a quick red woman",2,7,7,"(7, 8)",1
"the telescope liked a cat in a quick red woman",3,6,6,"(7, 9)",1
"the telescope liked a cat in a quick red woman",4,5,5,"(6, 9)",1
"the telescope liked a cat in a quick red woman",5,4,4,"(0, 2)",1
"the telescope liked a cat in a quick red woman",6,3,3,"(0, 2)",1
"the telescope liked a cat in a quick red woman",7,2,2,"(0, 4)",1
"the telescope liked a cat in a quick red woman",8,1,1,"(0, 9)",1
"the telescope chased a small lazy telescope in a dog",0,9,9,"(0, 1)",1
"the telescope chased a small lazy telescope in a dog",1,8,8,"(8, 9)",1
"the telescope chased a small lazy telescope in a dog",2,7,7,"(4, 6)",1
"the telescope chased a small lazy telescope in a dog",3,6,6,"(8, 9)",1
"the telescope chased a small lazy telescope in a dog",4,5,5,"(8, 9)",1
"the telescope chased a small lazy telescope in a dog",5,4,4,"(0, 2)",1
"the telescope chased a small lazy telescope in a dog",6,3,3,"(0, 2)",1
"the telescope chased a small lazy telescope in a dog",7,2,2,"(0, 6)",1
"the telescope chased a small lazy telescope in a dog",8,1,1,"(0, 9)",1
"a cat saw the quick quick telescope on a park",0,9,9,"(0, 1)",1
"a cat saw the quick quick telescope on a park",1,8,8,"(8, 9)",1
"a cat saw the quick quick telescope on a park",2,7,7,"(8, 9)",1
"a cat saw the quick quick telescope on a park",3,6,6,"(8, 9)",1
"a cat saw the quick quick telescope on a park",4,5,5,"(8, 9)",1
"a cat saw the quick quick telescope on a park",5,4,4,"(0, 2)",1
"a cat saw the quick quick telescope on a park",6,3,3,"(0, 2)",1
"a cat saw the quick quick telescope on a park",7,2,2,"(0, 6)",1
"a cat saw the quick quick telescope on a park",8,1,1,"(0, 9)",1
"the small small park liked",0,4,4,"(1, 2)",1
"the small small park liked",1,3,3,"(1, 3)",1
"the small small park liked",2,2,2,"(0, 3)",1
"the small small park liked",3,1,1,"(0, 4)",1
"the quick lazy lazy telescope saw a red quick man",0,9,9,"(7, 8)",1
"the quick lazy lazy telescope saw a red quick man",1,8,8,"(1, 3)",1
"the quick lazy lazy telescope saw a red quick man",2,7,7,"(1, 4)",1
"the quick lazy lazy telescope saw a red quick man",3,6,6,"(0, 4)",1
"the quick lazy lazy telescope saw a red quick man",4,5,5,"(7, 8)",1
"the quick lazy lazy telescope saw a red quick man",5,4,4,"(7, 9)",1
"the quick lazy lazy telescope saw a red quick man",6,3,3,"(6, 9)",1
"the quick lazy lazy telescope saw a red quick man",7,2,2,"(0, 5)",1
"the quick lazy lazy telescope saw a red quick man",8,1,1,"(0, 9)",1
"the woman chased",0,2,2,"(0, 1)",1
"the woman chased",1,1,1,"(0, 2)",1
"a big red quick dog admired the red small woman",0,9,9,"(2, 3)",1
"a big red quick dog admired the red small woman",1,8,8,"(1, 3)",1
"a big red quick dog admired the red small woman",2,7,7,"(1, 4)",1
"a big red quick dog admired the red small woman",3,6,6,"(0, 4)",1
"a big red quick dog admired the red small woman",4,5,5,"(7, 8)",1
"a big red quick dog admired the red small woman",5,4,4,"(7, 9)",1
"a big red quick dog admired the red small woman",6,3,3,"(6, 9)",1
"a big red quick dog admired the red small woman",7,2,2,"(0, 5)",1
"a big red quick dog admired the red small woman",8,1,1,"(0, 9)",1
"a dog admired the small small dog",0,6,6,"(0, 1)",1
"a dog admired the small small dog",1,5,5,"(0, 2)",1
"a dog admired the small small dog",2,4,4,"(0, 2)",1
"a dog admired the small small dog",3,3,3,"(0, 2)",1
"a dog admired the small small dog",4,2,2,"(0, 2)",1
"a dog admired the small small dog",5,1,1,"(0, 6)",1
"the lazy lazy quick man chased a quick big telescope",0,9,9,"(7, 8)",1
"the lazy lazy quick man chased a quick big telescope",1,8,8,"(7, 8)",1
"the lazy lazy quick man chased a quick big telescope",2,7,7,"(1, 4)",1
"the lazy lazy quick man chased a quick big telescope",3,6,6,"(0, 4)",1
"the lazy lazy quick man chased a quick big telescope",4,5,5,"(7, 8)",1
"the lazy lazy quick man chased a quick big telescope",5,4,4,"(7, 9)",1
"the lazy lazy quick man chased a quick big telescope",6,3,3,"(0, 5)",1
"the lazy lazy quick man chased a quick big telescope",7,2,2,"(0, 5)",1
"the lazy lazy quick man chased a quick big telescope",8,1,1,"(0, 9)",1
"a red small dog admired",0,4,4,"(1, 2)",1
"a red small dog admired",1,3,3,"(1, 3)",1
"a red small dog admired",2,2,2,"(0, 3)",1
"a red small dog admired",3,1,1,"(0, 4)",1
"the red lazy big cat admired",0,5,5,"(2, 3)",1
"the red lazy big cat admired",1,4,4,"(2, 4)",0
"the red lazy big cat admired",2,3,3,"(1, 4)",1
"the red lazy big cat admired",3,2,2,"(0, 4)",1
"the red lazy big cat admired",4,1,1,"(0, 5)",1
"the big lazy woman chased the dog",0,6,6,"(5, 6)",1
"the big lazy woman chased the dog",1,5,5,"(1, 3)",1
"the big lazy woman chased the dog",2,4,4,"(0, 3)",1
"the big lazy woman chased the dog",3,3,3,"(0, 4)",1
"the big lazy woman chased the dog",4,2,2,"(0, 4)",1
"the big lazy woman chased the dog",5,1,1,"(0, 6)",1
"the dog saw the red small park",0,6,6,"(0, 1)",1
"the dog saw the red small park",1,5,5,"(0, 2)",1
"the dog saw the red small park",2,4,4,"(4, 6)",1
"the dog saw the red small park",3,3,3,"(0, 2)",1
"the dog saw the red small park",4,2,2,"(0, 2)",1
"the dog saw the red small park",5,1,1,"(0, 6)",1
"the red big woman liked a woman",0,6,6,"(5, 6)",1
"the red big woman liked a woman",1,5,5,"(5, 6)",1
"the red big woman liked a woman",2,4,4,"(5, 6)",1
"the red big woman liked a woman",3,3,3,"(5, 6)",1
"the red big woman liked a woman",4,2,2,"(0, 4)",1
"the red big woman liked a woman",5,1,1,"(0, 6)",1
"the small small telescope found a small red woman",0,8,8,"(6, 7)",1
"the small small telescope found a small red woman",1,7,7,"(1, 3)",1
"the small small telescope found a small red woman",2,6,6,"(0, 3)",1
"the small small telescope found a small red woman",3,5,5,"(6, 7)",1
"the small small telescope found a small red woman",4,4,4,"(6, 8)",1
"the small small telescope found a small red woman",5,3,3,"(5, 8)",1
"the small small telescope found a small red woman",6,2,2,"(0, 4)",1
"the small small telescope found a small red woman",7,1,1,"(0, 8)",1
"the park chased a lazy small dog in a dog",0,9,9,"(0, 1)",1
"the park chased a lazy small dog in a dog",1,8,8,"(8, 9)",1
"the park chased a lazy small dog in a dog",2,7,7,"(8, 9)",1
"the park chased a lazy small dog in a dog",3,6,6,"(8, 9)",1
"the park chased a lazy small dog in a dog",4,5,5,"(8, 9)",1
"the park chased a lazy small dog in a dog",5,4,4,"(0, 2)",1
"the park chased a lazy small dog in a dog",6,3,3,"(0, 2)",1
"the park chased a lazy small dog in a dog",7,2,2,"(0, 6)",1
"the park chased a lazy small dog in a dog",8,1,1,"(0, 9)",1
"a woman chased the dog",0,4,4,"(3, 4)",1
"a woman chased the dog",1,3,3,"(3, 4)",1
"a woman chased the dog",2,2,2,"(0, 2)",1
"a woman chased the dog",3,1,1,"(0, 4)",1
"the quick quick woman found the lazy small telescope",0,8,8,"(1, 2)",1
"the quick quick woman found the lazy small telescope",1,7,7,"(1, 3)",1
"the quick quick woman found the lazy small telescope",2,6,6,"(0, 3)",1
"the quick quick woman found the lazy small telescope",3,5,5,"(6, 7)",1
"the quick quick woman found the lazy small telescope",4,4,4,"(6, 8)",1
"the quick quick woman found the lazy small telescope",5,3,3,"(5, 8)",1
"the quick quick woman found the lazy small telescope",6,2,2,"(0, 4)",1
"the quick quick woman found the lazy small telescope",7,1,1,"(0, 8)",1
"the small quick lazy red dog chased a cat",0,8,8,"(7, 8)",1
"the small quick lazy red dog chased a cat",1,7,7,"(7, 8)",1
"the small quick lazy red dog chased a cat",2,6,6,"(7, 8)",1
"the small quick lazy red dog chased a cat",3,5,5,"(1, 5)",1
"the small quick lazy red dog chased a cat",4,4,4,"(7, 8)",1
"the small quick lazy red dog chased a cat",5,3,3,"(7, 8)",1
"the small quick lazy red dog chased a cat",6,2,2,"(0, 6)",1
"the small quick lazy red dog chased a cat",7,1,1,"(0, 8)",1
"a woman liked",0,2,2,"(0, 1)",1
"a woman liked",1,1,1,"(0, 2)",1
"a red red man found",0,4,4,"(1, 2)",1
"a red red man found",1,3,3,"(1, 3)",1
"a red red man found",2,2,2,"(0, 3)",1
"a red red man found",3,1,1,"(0, 4)",1
"the park chased the red small park",0,6,6,"(0, 1)",1
"the park chased the red small park",1,5,5,"(0, 2)",1
"the park chased the red small park",2,4,4,"(0, 2)",1
"the park chased the red small park",3,3,3,"(0, 2)",1
"the park chased the red small park",4,2,2,"(0, 2)",1
"the park chased the red small park",5,1,1,"(0, 6)",1
"a cat found",0,2,2,"(0, 1)",1
"a cat found",1,1,1,"(0, 2)",1
"the red quick woman saw the woman",0,6,6,"(5, 6)",1
"the red quick woman saw the woman",1,5,5,"(5, 6)",1
"the red quick woman saw the woman",2,4,4,"(5, 6)",1
"the red quick woman saw the woman",3,3,3,"(5, 6)",1
"the red quick woman saw the woman",4,2,2,"(0, 4)",1
"the red quick woman saw the woman",5,1,1,"(0, 6)",1
"the dog found a man",0,4,4,"(0, 1)",1
"the dog found a man",1,3,3,"(3, 4)",1
"the dog found a man",2,2,2,"(0, 2)",1
"the dog found a man",3,1,1,"(0, 4)",1
"the small big park liked",0,4,4,"(1, 2)",1
"the small big park liked",1,3,3,"(1, 3)",1
"the small big park liked",2,2,2,"(0, 3)",1
"the small big park liked",3,1,1,"(0, 4)",1
"a woman saw",0,2,2,"(0, 1)",1
"a woman saw",1,1,1,"(0, 2)",1
